DATE	TIME	WS	PK	RF	SR	BP	AT	RH	WD
dic-28	9:00	2.19	5.12	0.00	567.56	561.66	17.15	46.18	73.40
dic-28	9:10	2.64	5.38	0.00	552.44	561.61	16.81	48.15	45.38
dic-28	9:20	1.69	4.38	0.00	538.62	561.51	16.88	47.65	5.95
dic-28	9:30	2.58	6.12	0.00	601.62	561.51	16.95	46.97	8.76
dic-28	9:40	3.12	9.06	0.00	600.81	561.42	17.62	43.97	110.47
dic-28	9:50	2.08	5.56	0.00	421.75	561.51	17.58	44.41	90.66
dic-28	10:00	2.10	4.38	0.00	416.12	561.57	17.72	44.42	89.16
dic-28	10:10	2.50	5.56	0.00	540.25	561.61	17.19	46.61	44.01
dic-28	10:20	1.95	4.56	0.00	249.25	561.57	16.95	46.91	58.95
dic-28	10:30	1.67	4.56	0.00	290.62	561.66	17.14	45.54	63.03
dic-28	10:40	2.60	5.00	0.00	385.44	561.61	17.22	44.64	75.30
dic-28	10:50	2.47	5.50	0.00	573.38	561.51	17.68	42.85	100.89
dic-28	11:00	3.28	6.50	0.00	270.50	561.28	18.47	40.77	135.74
dic-28	11:10	2.20	4.56	0.00	225.31	561.33	18.02	42.95	108.79
dic-28	11:20	1.43	3.81	0.00	264.44	561.38	18.23	42.51	124.93
dic-28	11:30	1.46	4.94	0.00	585.50	561.28	18.89	42.38	87.69
dic-28	11:40	2.67	6.50	0.00	450.12	561.05	18.87	42.48	177.68
dic-28	11:50	2.57	6.62	0.00	330.69	560.96	17.96	44.70	66.89
dic-28	12:00	2.42	5.50	0.00	301.38	560.91	18.38	42.64	102.95
dic-28	12:10	2.07	5.00	0.00	289.44	560.91	18.59	42.83	86.56
dic-28	12:20	1.64	3.56	0.00	319.06	560.82	18.82	42.17	72.75
dic-28	12:30	2.10	4.56	0.00	354.62	560.72	18.82	42.84	88.85
dic-28	12:40	2.02	4.69	0.00	431.44	560.63	19.03	42.45	129.95
dic-28	12:50	2.34	4.69	0.00	265.94	560.53	18.94	42.47	59.64
dic-28	13:00	2.15	5.25	0.00	185.88	560.49	18.43	43.38	108.01
dic-28	13:10	1.73	6.62	0.00	328.69	560.49	18.54	43.39	44.99
dic-28	13:20	2.07	5.25	0.00	408.88	560.39	18.70	42.94	115.44
dic-28	13:30	2.26	5.38	0.00	479.69	560.3	18.92	42.04	108.28
dic-28	13:40	2.45	5.81	0.00	315.12	560.11	19.65	40.51	144.77
dic-28	13:50	3.02	6.12	0.00	751.44	560.07	19.52	41.40	156.12
dic-28	14:00	3.36	6.69	0.00	472.69	559.83	19.72	40.17	159.18
dic-28	14:10	2.62	6.25	0.00	597.25	559.83	20.12	37.52	112.35
dic-28	14:20	1.71	5.50	0.00	712.19	559.69	20.67	36.18	95.10
dic-28	14:30	1.45	3.12	0.00	531.88	559.5	21.52	33.42	81.72
dic-28	14:40	1.58	5.81	0.00	212.88	559.46	21.16	35.30	76.57
dic-28	14:50	2.41	4.69	0.00	183.88	559.59	19.86	39.28	94.00
dic-28	15:00	2.33	4.50	0.00	181.19	559.78	18.97	42.45	101.69
dic-28	15:10	2.91	6.62	0.00	166.88	560.01	18.47	46.32	132.45
dic-28	15:20	2.51	7.25	0.00	163.75	560.07	17.86	49.06	112.84
dic-28	15:30	1.62	3.69	0.00	189.00	559.92	17.66	48.86	61.09
dic-28	15:40	1.75	4.81	0.00	268.31	559.83	18.30	46.60	117.82
dic-28	15:50	2.47	5.56	0.00	404.38	559.74	18.99	44.70	95.65
dic-28	16:00	2.33	5.81	0.00	333.56	559.74	19.79	42.62	94.81
dic-28	16:10	3.01	6.62	0.00	197.38	559.92	19.16	44.46	90.21
dic-28	16:20	2.41	5.38	0.00	153.00	559.97	17.96	47.81	83.47
dic-28	16:30	2.56	5.38	0.00	183.75	559.92	18.21	45.78	104.35
dic-28	16:40	3.06	6.06	0.00	181.50	559.92	18.20	45.62	129.62
dic-28	16:50	2.24	4.69	0.00	152.56	559.97	18.35	44.74	108.78
dic-28	17:00	2.80	6.06	0.00	105.50	559.92	18.21	44.63	107.04
dic-28	17:10	2.78	5.50	0.00	64.56	559.97	18.03	45.04	104.53
dic-28	17:20	2.59	5.12	0.00	42.25	560.01	17.80	45.85	107.43
dic-28	17:30	1.76	4.12	0.00	19.75	560.11	17.71	47.43	116.28
dic-28	17:40	2.50	5.69	0.00	9.12	560.21	17.29	48.89	131.59
dic-28	17:50	1.90	4.12	0.00	2.69	560.3	16.93	49.93	108.03
dic-28	18:00	1.80	5.00	0.00	0.00	560.44	16.72	49.97	97.25
dic-28	18:10	1.65	4.38	0.00	0.00	560.63	16.60	50.45	98.54
dic-28	18:20	2.31	4.50	0.00	0.00	560.82	16.50	51.62	105.59
dic-28	18:30	2.20	5.94	0.00	0.00	560.82	16.27	53.05	75.22
dic-28	18:40	2.78	5.69	0.00	0.00	561	16.02	53.88	93.25
dic-28	18:50	2.40	5.50	0.00	0.00	561.19	15.96	52.14	96.88
dic-28	19:00	2.14	5.50	0.00	0.00	561.42	15.84	52.62	93.50
dic-28	19:10	3.26	7.94	0.00	0.00	561.47	15.63	52.72	125.91
dic-28	19:20	2.86	7.06	0.00	0.00	561.57	15.37	54.93	110.44
dic-28	19:30	3.33	6.69	0.00	0.00	561.66	15.13	54.45	108.26
dic-28	19:40	3.65	6.81	0.00	0.00	561.61	15.10	52.83	122.56
dic-28	19:50	3.42	7.50	0.00	0.00	561.75	14.94	53.24	114.81
dic-28	20:00	3.29	6.50	0.00	0.00	561.84	14.72	53.32	117.14
dic-28	20:10	2.64	5.00	0.00	0.00	561.99	14.70	51.60	94.10
dic-28	20:20	2.60	6.81	0.00	0.00	562.26	14.71	50.82	30.51
dic-28	20:30	2.21	4.12	0.00	0.00	562.41	14.62	51.12	338.06
dic-28	20:40	1.08	2.44	0.00	0.00	562.5	14.53	50.54	60.88
dic-28	20:50	1.62	3.25	0.00	0.00	562.59	14.42	50.35	349.38
dic-28	21:00	0.89	1.88	0.00	0.00	562.69	14.38	50.30	355.84
dic-28	21:10	1.39	2.69	0.00	0.00	562.83	14.29	52.09	320.06
dic-28	21:20	1.45	2.88	0.00	0.00	562.92	14.27	52.86	325.19
dic-28	21:30	1.55	2.69	0.00	0.00	563.07	14.09	53.55	0.16
dic-28	21:40	1.56	3.69	0.00	0.00	563.11	13.99	53.49	28.61
dic-28	21:50	1.78	3.25	0.00	0.00	563.21	13.89	53.35	32.00
dic-28	22:00	1.42	3.94	0.00	0.00	563.25	13.74	54.28	30.60
dic-28	22:10	1.25	2.12	0.00	0.00	563.21	13.55	53.37	57.16
dic-28	22:20	1.28	2.69	0.00	0.00	563.16	13.12	54.36	20.95
dic-28	22:30	0.87	1.81	0.00	0.00	563.16	12.88	55.24	38.38
dic-28	22:40	1.16	2.56	0.00	0.00	563.21	12.78	55.38	26.41
dic-28	22:50	1.18	2.25	0.00	0.00	563.21	12.68	55.60	50.08
dic-28	23:00	0.84	1.56	0.00	0.00	563.16	12.71	55.76	79.40
dic-28	23:10	0.79	1.88	0.00	0.00	563.16	12.62	56.31	96.56
dic-28	23:20	0.86	1.56	0.00	0.00	563.16	12.39	56.34	110.75
dic-28	23:30	0.69	1.69	0.00	0.00	563.25	12.20	54.32	96.71
dic-28	23:40	0.59	1.31	0.00	0.00	563.25	12.10	53.52	94.84
dic-28	23:50	0.27	0.81	0.00	0.00	563.25	11.97	55.87	94.97
dic-29	0:00	0.25	0.69	0.00	0.00	563.3	11.62	56.98	94.97
dic-29	0:10	0.33	1.25	0.00	0.00	563.3	11.57	55.56	95.18
dic-29	0:20	0.34	0.88	0.00	0.00	563.34	11.56	52.38	88.76
dic-29	0:30	0.70	1.31	0.00	0.00	563.34	11.57	52.37	54.55
dic-29	0:40	0.54	1.44	0.00	0.00	563.3	11.79	51.43	146.38
dic-29	0:50	0.36	1.25	0.00	0.00	563.25	11.73	52.34	146.44
dic-29	1:00	0.67	1.44	0.00	0.00	563.16	11.68	51.92	142.32
dic-29	1:10	0.51	1.31	0.00	0.00	563.01	11.78	51.13	143.32
dic-29	1:20	0.96	1.69	0.00	0.00	563.01	11.84	49.93	143.21
dic-29	1:30	0.64	1.31	0.00	0.00	562.97	11.77	48.54	114.72
dic-29	1:40	0.50	1.12	0.00	0.00	562.88	11.67	48.08	235.95
dic-29	1:50	0.34	1.00	0.00	0.00	562.88	11.32	49.82	251.96
dic-29	2:00	0.76	1.25	0.00	0.00	562.92	11.00	55.21	310.54
dic-29	2:10	0.51	1.44	0.00	0.00	562.92	10.96	56.48	315.52
dic-29	2:20	1.77	2.44	0.00	0.00	562.92	10.73	59.50	345.11
dic-29	2:30	0.59	1.00	0.00	0.00	562.88	10.48	62.83	339.79
dic-29	2:40	0.37	1.00	0.00	0.00	562.92	10.35	62.25	339.56
dic-29	2:50	0.65	1.31	0.00	0.00	562.92	10.35	66.19	292.40
dic-29	3:00	0.24	0.81	0.00	0.00	562.88	10.01	72.93	259.33
dic-29	3:10	0.71	1.25	0.00	0.00	562.88	9.62	73.58	269.02
dic-29	3:20	0.70	1.44	0.00	0.00	562.97	9.59	67.11	331.09
dic-29	3:30	0.37	0.88	0.00	0.00	562.97	9.69	64.20	329.25
dic-29	3:40	0.44	1.00	0.00	0.00	562.92	10.03	59.87	356.33
dic-29	3:50	0.29	1.31	0.00	0.00	562.92	9.92	60.29	65.34
dic-29	4:00	0.67	1.25	0.00	0.00	562.97	9.77	60.62	357.88
dic-29	4:10	0.51	1.12	0.00	0.00	562.92	9.75	61.13	356.79
dic-29	4:20	0.48	1.00	0.00	0.00	562.92	9.91	59.61	92.60
dic-29	4:30	0.70	1.81	0.00	0.00	562.92	10.13	58.71	68.66
dic-29	4:40	0.92	1.69	0.00	0.00	562.97	10.52	55.05	63.90
dic-29	4:50	1.62	2.69	0.00	0.00	563.01	10.81	54.49	16.05
dic-29	5:00	1.48	2.88	0.00	0.00	563.01	10.45	56.39	30.94
dic-29	5:10	0.85	1.88	0.00	0.00	563.07	10.57	53.60	38.10
dic-29	5:20	1.26	2.56	0.00	0.00	563.11	10.35	60.25	332.06
dic-29	5:30	1.78	3.00	0.00	0.00	563.25	9.25	71.04	327.41
dic-29	5:40	1.75	3.25	0.00	0.00	563.3	8.91	71.66	353.17
dic-29	5:50	0.87	1.69	0.00	0.00	563.44	9.27	67.05	10.77
dic-29	6:00	1.02	2.56	0.00	0.00	563.53	9.70	61.59	40.08
dic-29	6:10	0.90	1.88	0.00	0.31	563.63	10.10	55.70	87.56
dic-29	6:20	1.23	2.69	0.00	2.75	563.72	10.53	51.82	129.77
dic-29	6:30	1.23	2.81	0.00	5.12	563.86	9.81	66.06	249.06
dic-29	6:40	0.94	1.44	0.00	6.94	563.91	9.05	70.44	266.52
dic-29	6:50	0.73	1.56	0.00	8.81	564	8.79	71.79	326.58
dic-29	7:00	0.57	1.25	0.00	98.69	564.05	9.23	69.89	354.55
dic-29	7:10	1.45	2.00	0.00	146.81	563.82	11.01	61.60	340.73
dic-29	7:20	0.90	1.81	0.00	177.56	563.53	12.24	56.07	323.34
dic-29	7:30	0.89	1.69	0.00	206.62	563.25	12.77	53.85	355.39
dic-29	7:40	0.68	1.56	0.00	235.06	563.11	13.44	50.47	353.83
dic-29	7:50	0.63	1.88	0.00	263.12	562.88	14.78	46.47	27.59
dic-29	8:00	0.45	1.12	0.00	287.44	562.69	15.28	44.58	210.00
dic-29	8:10	0.93	1.69	0.00	323.12	562.55	15.46	44.87	316.92
dic-29	8:20	0.83	2.12	0.00	350.31	562.46	15.25	46.37	292.05
dic-29	8:30	1.30	3.25	0.00	383.06	562.32	15.64	45.15	264.29
dic-29	8:40	1.90	3.25	0.00	408.56	562.32	15.24	47.62	339.88
dic-29	8:50	1.71	3.44	0.00	442.00	562.32	15.43	46.45	351.66
dic-29	9:00	2.25	4.38	0.00	487.81	562.26	16.35	43.08	358.23
dic-29	9:10	3.39	6.50	0.00	511.25	562.13	16.48	45.05	359.38
dic-29	9:20	2.22	3.94	0.00	537.56	562.08	16.08	46.14	352.69
dic-29	9:30	2.24	5.25	0.00	572.56	561.99	16.86	38.86	30.08
dic-29	9:40	2.10	4.69	0.00	594.81	561.94	17.50	39.08	9.91
dic-29	9:50	2.16	5.25	0.00	621.31	561.8	17.97	35.75	138.19
dic-29	10:00	1.47	4.25	0.00	643.31	561.71	19.02	33.54	73.76
dic-29	10:10	2.64	5.69	0.00	661.31	561.57	18.51	34.97	56.17
dic-29	10:20	2.71	5.56	0.00	656.31	561.57	17.82	37.12	35.45
dic-29	10:30	2.57	7.69	0.00	678.81	561.51	18.80	35.62	128.41
dic-29	10:40	2.17	5.25	0.00	731.81	561.47	19.39	35.08	109.74
dic-29	10:50	2.27	5.12	0.00	761.19	561.42	19.41	35.13	107.18
dic-29	11:00	2.42	5.12	0.00	782.75	561.33	19.12	35.88	26.48
dic-29	11:10	2.83	5.50	0.00	755.19	561.28	19.16	36.84	58.91
dic-29	11:20	2.31	5.38	0.00	785.19	561.33	19.16	37.33	58.69
dic-29	11:30	2.99	7.69	0.00	734.00	561.24	19.09	37.88	39.40
dic-29	11:40	3.62	6.69	0.00	734.38	561.19	18.48	39.81	45.19
dic-29	11:50	3.04	6.25	0.00	887.38	561.24	19.02	38.68	28.20
dic-29	12:00	2.33	6.94	0.00	878.00	561.24	19.94	36.74	85.68
dic-29	12:10	2.05	4.00	0.00	550.00	561.19	19.76	37.27	74.75
dic-29	12:20	2.73	6.38	0.00	904.94	561.09	19.77	37.82	16.79
dic-29	12:30	3.11	5.81	0.00	583.94	561.05	20.30	37.06	48.90
dic-29	12:40	4.17	8.81	0.00	460.75	560.96	18.57	40.22	42.81
dic-29	12:50	2.91	5.50	0.00	595.81	561.05	18.48	41.33	62.50
dic-29	13:00	2.52	5.69	0.00	298.50	560.96	18.54	41.58	52.08
dic-29	13:10	2.87	6.81	0.00	247.62	560.91	18.70	41.63	51.59
dic-29	13:20	2.90	7.25	0.00	193.25	560.72	18.36	42.44	69.06
dic-29	13:30	2.06	6.06	0.00	216.75	560.58	18.38	43.43	144.26
dic-29	13:40	2.92	5.94	0.00	189.38	560.49	18.52	42.80	100.19
dic-29	13:50	3.01	6.62	0.00	206.12	560.49	18.64	41.88	121.53
dic-29	14:00	2.56	5.94	0.00	323.75	560.3	18.86	41.37	145.85
dic-29	14:10	2.54	6.25	0.00	501.31	560.16	19.68	39.77	117.31
dic-29	14:20	4.12	7.94	0.00	410.50	560.01	19.10	40.86	150.07
dic-29	14:30	2.50	5.94	0.00	448.75	559.92	20.00	38.36	147.90
dic-29	14:40	2.41	6.06	0.00	348.69	560.01	20.04	38.57	95.71
dic-29	14:50	2.04	5.81	0.00	91.75	559.92	19.36	39.36	112.61
dic-29	15:00	2.67	7.62	0.00	206.88	559.78	18.73	41.77	143.62
dic-29	15:10	1.84	5.69	0.00	498.56	559.74	19.88	36.72	117.90
dic-29	15:20	2.39	5.94	0.00	436.31	559.69	20.46	37.17	144.43
dic-29	15:30	3.10	5.56	0.00	241.88	559.64	20.37	37.84	144.24
dic-29	15:40	2.14	5.00	0.00	359.31	559.69	19.70	39.40	105.70
dic-29	15:50	2.38	4.94	0.00	354.06	559.74	20.51	38.17	124.07
dic-29	16:00	1.84	5.25	0.00	314.88	559.74	19.86	38.83	74.79
dic-29	16:10	1.72	3.94	0.00	279.38	559.74	19.83	39.52	82.49
dic-29	16:20	1.98	4.56	0.00	231.69	559.69	19.89	40.54	123.74
dic-29	16:30	1.29	4.69	0.00	217.69	559.74	20.44	38.52	65.81
dic-29	16:40	2.16	6.06	0.00	191.75	559.74	19.77	39.81	77.01
dic-29	16:50	1.98	5.12	0.00	150.31	559.78	19.37	41.07	101.97
dic-29	17:00	2.35	6.38	0.00	110.31	559.74	18.77	40.77	97.95
dic-29	17:10	2.42	5.50	0.00	44.56	559.74	18.79	41.94	98.36
dic-29	17:20	2.54	5.50	0.00	11.00	560.11	17.64	44.66	86.53
dic-29	17:30	2.02	5.25	0.00	7.50	560.39	17.15	45.64	83.72
dic-29	17:40	2.24	6.12	0.00	5.00	560.58	17.01	45.89	76.71
dic-29	17:50	1.71	3.69	0.00	1.25	560.72	17.04	44.88	71.85
dic-29	18:00	1.93	5.56	0.00	0.00	560.86	16.67	47.70	106.97
dic-29	18:10	1.76	4.56	0.00	0.00	561	16.30	49.17	84.74
dic-29	18:20	1.76	3.94	0.00	0.00	561.19	16.10	48.66	39.62
dic-29	18:30	0.95	2.44	0.00	0.00	561.38	16.02	48.38	37.08
dic-29	18:40	1.34	2.56	0.00	0.00	561.51	16.01	48.55	168.38
dic-29	18:50	1.67	3.25	0.00	0.00	561.61	16.13	47.27	182.31
dic-29	19:00	1.91	3.25	0.00	0.00	561.71	16.18	49.12	157.73
dic-29	19:10	2.33	3.94	0.00	0.00	561.71	16.09	49.59	159.55
dic-29	19:20	1.18	3.38	0.00	0.00	561.8	16.07	49.60	160.86
dic-29	19:30	0.77	1.81	0.00	0.00	561.94	16.11	50.54	12.01
dic-29	19:40	0.73	1.69	0.00	0.00	562.08	16.12	51.15	125.43
dic-29	19:50	1.20	3.81	0.00	0.00	562.13	15.99	52.45	134.26
dic-29	20:00	2.31	5.56	0.00	0.00	562.22	15.76	53.95	168.44
dic-29	20:10	1.14	2.81	0.00	0.00	562.36	15.52	55.01	76.15
dic-29	20:20	1.15	3.00	0.00	0.00	562.5	15.32	56.57	97.47
dic-29	20:30	2.04	4.81	0.00	0.00	562.64	15.17	56.85	128.10
dic-29	20:40	2.17	4.81	0.00	0.00	562.69	15.15	55.87	129.45
dic-29	20:50	1.91	4.81	0.00	0.00	562.78	14.99	56.80	139.79
dic-29	21:00	2.97	7.81	0.00	0.00	562.92	14.79	58.08	117.81
dic-29	21:10	2.89	5.00	0.00	0.00	563.07	14.68	56.71	110.72
dic-29	21:20	1.56	3.69	0.00	0.00	563.21	14.55	57.13	142.35
dic-29	21:30	1.19	2.56	0.00	0.00	563.3	14.39	55.61	107.76
dic-29	21:40	0.98	2.56	0.00	0.00	563.34	14.23	55.29	218.26
dic-29	21:50	1.78	4.81	0.00	0.00	563.25	14.17	53.47	167.39
dic-29	22:00	0.96	2.38	0.00	0.00	563.34	14.26	52.32	17.60
dic-29	22:10	1.62	2.88	0.00	0.00	563.3	14.02	55.03	317.77
dic-29	22:20	1.70	2.56	0.00	0.00	563.34	13.97	54.71	285.95
dic-29	22:30	1.63	2.81	0.00	0.00	563.39	13.98	54.68	300.52
dic-29	22:40	0.96	3.69	0.00	0.00	563.44	13.76	54.52	293.11
dic-29	22:50	1.37	4.12	0.00	0.00	563.39	14.05	50.02	178.19
dic-29	23:00	0.89	1.88	0.00	0.00	563.44	13.85	53.10	49.86
dic-29	23:10	0.94	2.38	0.00	0.00	563.44	13.63	53.57	165.69
dic-29	23:20	2.35	4.81	0.00	0.00	563.49	13.58	53.48	161.57
dic-29	23:30	1.07	2.88	0.00	0.00	563.49	13.30	55.49	114.34
dic-29	23:40	1.32	3.38	0.00	0.00	563.44	12.97	56.95	119.94
dic-29	23:50	1.43	3.69	0.00	0.00	563.49	12.82	56.48	107.71
dic-30	0:00	1.19	3.25	0.00	0.00	563.44	12.74	56.47	87.97
dic-30	0:10	1.45	3.38	0.00	0.00	563.44	12.60	56.70	52.61
dic-30	0:20	1.24	3.00	0.00	0.00	563.34	12.57	57.08	55.85
dic-30	0:30	1.13	2.25	0.00	0.00	563.3	12.54	57.35	54.78
dic-30	0:40	1.08	2.12	0.00	0.00	563.21	12.33	58.35	40.89
dic-30	0:50	1.11	2.25	0.00	0.00	563.16	12.17	58.92	34.21
dic-30	1:00	1.28	3.00	0.00	0.00	563.11	12.21	57.77	61.71
dic-30	1:10	0.93	2.00	0.00	0.00	563.07	12.30	57.10	70.24
dic-30	1:20	1.33	2.81	0.00	0.00	562.97	12.37	57.38	14.29
dic-30	1:30	1.03	2.25	0.00	0.00	562.88	12.41	57.58	64.62
dic-30	1:40	1.20	2.00	0.00	0.00	562.88	12.58	56.62	80.38
dic-30	1:50	0.76	1.88	0.00	0.00	562.83	12.32	58.36	87.11
dic-30	2:00	0.69	1.44	0.00	0.00	562.83	11.80	60.84	176.89
dic-30	2:10	0.53	1.12	0.00	0.00	562.78	11.48	64.82	208.80
dic-30	2:20	0.34	0.88	0.00	0.00	562.74	11.27	65.59	211.36
dic-30	2:30	0.59	1.12	0.00	0.00	562.69	10.94	67.93	211.43
dic-30	2:40	1.13	1.69	0.00	0.00	562.69	10.84	67.77	345.98
dic-30	2:50	0.86	2.00	0.00	0.00	562.64	11.07	64.93	62.67
dic-30	3:00	0.94	1.81	0.00	0.00	562.64	11.12	63.98	37.26
dic-30	3:10	0.69	1.25	0.00	0.00	562.59	10.98	65.43	357.08
dic-30	3:20	0.48	1.12	0.00	0.00	562.59	10.80	66.28	342.17
dic-30	3:30	0.57	1.12	0.00	0.00	562.59	10.93	65.40	10.66
dic-30	3:40	0.18	0.81	0.00	0.00	562.59	10.89	65.29	81.64
dic-30	3:50	0.43	1.44	0.00	0.00	562.59	10.68	66.22	130.20
dic-30	4:00	0.66	1.44	0.00	0.00	562.64	10.57	66.80	154.68
dic-30	4:10	0.82	1.31	0.00	0.00	562.64	10.48	68.39	316.85
dic-30	4:20	0.90	1.25	0.00	0.00	562.64	10.49	68.91	259.23
dic-30	4:30	0.81	1.12	0.00	0.00	562.59	10.51	69.17	208.85
dic-30	4:40	0.82	1.56	0.00	0.00	562.74	10.52	70.06	284.26
dic-30	4:50	0.66	1.56	0.00	0.00	562.83	10.48	70.08	240.56
dic-30	5:00	0.18	0.69	0.00	0.00	562.92	10.32	70.25	186.54
dic-30	5:10	0.51	1.31	0.00	0.00	562.97	10.09	71.47	207.86
dic-30	5:20	0.88	1.88	0.00	0.00	563.01	10.15	71.53	244.45
dic-30	5:30	0.43	1.00	0.00	0.00	563.01	10.17	70.95	268.26
dic-30	5:40	0.98	1.44	0.00	0.00	563.11	10.04	72.62	277.06
dic-30	5:50	1.43	2.44	0.00	0.00	563.16	9.95	73.53	343.21
dic-30	6:00	0.43	1.56	0.00	0.00	563.25	9.88	74.16	7.03
dic-30	6:10	0.74	1.56	0.00	0.12	563.34	9.93	73.83	321.58
dic-30	6:20	1.13	1.88	0.00	2.31	563.49	10.12	72.71	319.61
dic-30	6:30	0.75	1.56	0.00	5.06	563.53	10.02	72.64	319.40
dic-30	6:40	0.53	1.25	0.00	8.12	563.58	10.07	72.05	349.75
dic-30	6:50	1.03	1.69	0.00	13.00	563.63	10.16	71.75	355.56
dic-30	7:00	1.22	2.38	0.00	93.31	563.67	10.62	69.91	347.58
dic-30	7:10	0.81	1.44	0.00	138.94	563.49	12.01	64.04	351.34
dic-30	7:20	0.87	1.81	0.00	172.94	563.21	13.28	58.97	346.73
dic-30	7:30	1.15	2.00	0.00	208.00	562.97	13.81	56.70	357.20
dic-30	7:40	2.09	3.25	0.00	242.12	562.78	14.21	55.09	352.25
dic-30	7:50	1.84	3.12	0.00	268.69	562.74	14.46	54.75	349.54
dic-30	8:00	1.25	2.25	0.00	300.75	562.74	14.93	53.23	1.71
dic-30	8:10	1.05	2.44	0.00	344.44	562.59	15.79	50.15	341.74
dic-30	8:20	1.21	2.44	0.00	371.69	562.5	16.34	48.03	335.49
dic-30	8:30	0.69	1.81	0.00	394.75	562.36	17.33	45.48	316.01
dic-30	8:40	0.91	2.38	0.00	433.50	562.22	18.33	42.65	355.21
dic-30	8:50	1.12	2.69	0.00	491.94	562.17	18.13	43.54	287.94
dic-30	9:00	1.71	5.56	0.00	524.00	562.13	18.20	43.64	124.45
dic-30	9:10	1.98	4.00	0.00	537.31	562.08	18.11	44.20	119.97
dic-30	9:20	2.12	6.06	0.00	567.75	562.13	17.62	45.49	79.68
dic-30	9:30	1.91	5.50	0.00	610.75	562.08	18.24	44.21	80.19
dic-30	9:40	2.76	6.06	0.00	597.44	562.03	18.02	45.04	84.57
dic-30	9:50	2.43	5.81	0.00	675.81	562.03	17.78	45.63	79.31
dic-30	10:00	3.18	6.38	0.00	700.44	561.94	17.83	45.69	119.12
dic-30	10:10	3.25	6.94	0.00	725.31	561.94	18.17	44.93	96.38
dic-30	10:20	2.04	5.38	0.00	722.06	561.8	18.40	44.56	106.12
dic-30	10:30	2.85	5.56	0.00	733.31	561.66	18.24	45.09	79.15
dic-30	10:40	3.36	6.38	0.00	772.31	561.61	18.43	44.59	80.10
dic-30	10:50	2.77	6.81	0.00	472.56	561.66	18.31	45.29	63.45
dic-30	11:00	2.17	4.25	0.00	803.12	561.71	18.60	45.17	72.31
dic-30	11:10	2.57	6.50	0.00	819.75	561.61	18.99	44.80	63.53
dic-30	11:20	2.85	6.62	0.00	844.31	561.57	19.45	44.01	101.34
dic-30	11:30	2.78	7.25	0.00	829.19	561.57	19.49	44.21	95.26
dic-30	11:40	2.05	5.12	0.00	918.75	561.57	19.52	44.45	82.50
dic-30	11:50	4.30	8.69	0.00	967.31	561.38	19.81	43.34	120.38
dic-30	12:00	1.85	7.12	0.00	786.56	561.28	20.00	42.86	207.69
dic-30	12:10	2.32	6.62	0.00	271.31	561.24	20.01	42.98	105.66
dic-30	12:20	2.31	6.62	0.00	534.75	561.38	18.36	47.43	65.84
dic-30	12:30	2.11	4.81	0.00	591.81	561.47	19.08	46.08	89.05
dic-30	12:40	2.17	5.50	0.00	457.69	561.38	18.76	47.60	32.71
dic-30	12:50	2.50	6.69	0.00	481.62	561.33	18.02	49.60	116.12
dic-30	13:00	2.41	5.81	0.00	504.69	561.33	18.98	46.65	128.46
dic-30	13:10	1.65	4.81	0.00	470.31	561.24	19.06	46.29	40.22
dic-30	13:20	2.31	5.81	0.00	322.88	561.14	19.13	44.94	49.83
dic-30	13:30	1.99	4.38	0.00	315.56	561	19.40	44.84	123.68
dic-30	13:40	2.07	5.50	0.00	261.69	560.91	19.47	44.34	136.69
dic-30	13:50	2.53	5.12	0.00	159.56	560.82	18.83	46.14	37.66
dic-30	14:00	1.89	3.69	0.00	251.62	560.67	18.84	46.15	93.85
dic-30	14:10	2.94	5.94	0.00	132.75	560.58	18.67	46.61	35.04
dic-30	14:20	2.21	5.50	0.00	148.25	560.49	18.51	47.48	61.39
dic-30	14:30	1.99	5.00	0.00	120.56	560.44	18.23	48.85	108.10
dic-30	14:40	1.38	3.94	0.00	171.62	560.44	17.90	50.39	74.84
dic-30	14:50	1.62	5.56	0.00	114.56	560.44	18.35	48.38	125.80
dic-30	15:00	1.16	3.12	0.00	386.19	560.3	18.75	46.19	123.78
dic-30	15:10	2.12	4.69	0.00	261.06	560.07	19.03	45.51	41.80
dic-30	15:20	1.98	5.25	0.00	128.44	560.01	19.06	44.62	33.92
dic-30	15:30	1.90	4.25	0.00	116.19	560.01	18.77	46.20	65.91
dic-30	15:40	2.55	5.00	0.00	137.56	560.07	18.36	48.53	110.72
dic-30	15:50	2.50	6.06	0.00	221.69	560.21	18.05	50.30	112.66
dic-30	16:00	2.01	5.25	0.00	385.00	560.16	18.64	48.55	91.51
dic-30	16:10	2.59	5.69	0.00	286.56	560.01	19.18	46.88	99.61
dic-30	16:20	2.81	6.12	0.00	72.12	559.97	18.13	48.16	92.39
dic-30	16:30	2.41	5.81	0.00	35.94	560.07	17.82	47.36	105.50
dic-30	16:40	2.03	4.94	0.00	147.56	560.25	17.98	45.72	68.82
dic-30	16:50	1.82	4.69	0.00	197.06	560.25	18.88	43.83	10.65
dic-30	17:00	1.77	4.94	0.00	164.81	560.16	19.42	43.76	143.18
dic-30	17:10	1.74	4.38	0.00	105.31	560.07	19.59	43.03	76.57
dic-30	17:20	2.04	4.38	0.00	63.69	560.11	18.78	45.23	76.22
dic-30	17:30	2.62	6.25	0.00	27.56	560.21	18.31	47.82	123.25
