DATE	TIME	WS	PK	RF	SR	BP	AT	RH	WD
ene-03	23:40	2.27	3.38	0.00	0.00	562.92	12.57	58.94	173.93
ene-03	23:50	2.02	3.69	0.00	0.00	562.88	12.52	58.59	160.27
ene-04	0:00	2.37	4.00	0.00	0.00	562.88	12.47	58.31	166.57
ene-04	0:10	2.17	3.44	0.00	0.00	562.78	12.38	58.35	141.81
ene-04	0:20	1.48	3.44	0.00	0.00	562.74	12.24	58.59	141.39
ene-04	0:30	1.86	4.25	0.00	0.00	562.69	12.16	58.63	141.11
ene-04	0:40	2.64	5.00	0.00	0.00	562.74	12.04	59.11	144.88
ene-04	0:50	2.09	3.81	0.00	0.00	562.64	11.99	59.65	148.89
ene-04	1:00	2.02	3.69	0.00	0.00	562.59	11.96	59.76	152.07
ene-04	1:10	2.17	4.56	0.00	0.00	562.55	11.88	59.53	147.65
ene-04	1:20	1.84	3.38	0.00	0.00	562.5	11.77	59.53	145.39
ene-04	1:30	1.91	4.00	0.00	0.00	562.46	11.60	60.14	145.31
ene-04	1:40	2.13	3.94	0.00	0.00	562.41	11.48	60.56	147.20
ene-04	1:50	2.17	3.94	0.00	0.00	562.36	11.44	60.28	142.85
ene-04	2:00	2.45	4.00	0.00	0.00	562.26	11.30	60.43	149.26
ene-04	2:10	2.12	3.81	0.00	0.00	562.22	11.26	60.63	145.16
ene-04	2:20	1.68	3.12	0.00	0.00	562.22	11.20	60.72	157.49
ene-04	2:30	1.47	3.25	0.00	0.00	562.17	11.24	60.30	153.48
ene-04	2:40	0.98	2.38	0.00	0.00	562.17	11.23	60.24	158.54
ene-04	2:50	1.14	2.25	0.00	0.00	562.13	11.13	60.34	161.07
ene-04	3:00	1.18	3.25	0.00	0.00	562.08	11.11	60.87	143.19
ene-04	3:10	1.17	2.88	0.00	0.00	562.13	11.11	60.62	134.24
ene-04	3:20	1.05	2.81	0.00	0.00	562.13	11.13	60.40	142.41
ene-04	3:30	1.12	2.69	0.00	0.00	562.22	11.06	60.24	116.29
ene-04	3:40	1.40	4.50	0.00	0.00	562.22	11.05	60.10	98.21
ene-04	3:50	2.14	5.00	0.00	0.00	562.22	11.08	60.43	122.41
ene-04	4:00	1.27	4.94	0.00	0.00	562.17	11.05	60.53	138.81
ene-04	4:10	1.67	4.25	0.00	0.00	562.17	10.99	59.38	167.96
ene-04	4:20	1.08	3.44	0.00	0.00	562.22	10.94	59.60	144.55
ene-04	4:30	0.90	3.25	0.00	0.00	562.32	10.84	59.41	90.40
ene-04	4:40	1.26	2.81	0.00	0.00	562.41	10.73	59.49	14.24
ene-04	4:50	2.28	6.38	0.00	0.00	562.41	10.74	59.11	152.55
ene-04	5:00	1.52	3.69	0.00	0.00	562.46	10.77	59.08	118.32
ene-04	5:10	2.04	5.25	0.00	0.00	562.55	10.71	59.52	110.03
ene-04	5:20	2.11	4.50	0.00	0.00	562.59	10.68	58.98	81.28
ene-04	5:30	1.01	2.69	0.00	0.00	562.69	10.62	58.86	192.00
ene-04	5:40	1.29	3.12	0.00	0.00	562.83	10.55	58.66	55.19
ene-04	5:50	1.78	5.56	0.00	0.00	562.92	10.55	58.00	57.39
ene-04	6:00	1.98	8.19	0.00	0.00	562.92	10.51	57.73	81.68
ene-04	6:10	1.87	5.25	0.00	0.00	563.01	10.58	57.75	71.79
ene-04	6:20	2.37	4.69	0.00	2.12	563.11	10.68	56.89	104.96
ene-04	6:30	0.93	2.88	0.00	6.38	563.16	10.68	56.86	263.62
ene-04	6:40	1.92	6.50	0.00	11.31	563.3	10.69	57.19	36.70
ene-04	6:50	2.21	5.56	0.00	12.56	563.3	10.81	56.87	124.41
ene-04	7:00	2.23	6.25	0.00	74.44	563.3	10.93	56.49	77.43
ene-04	7:10	1.97	4.38	0.00	124.06	563.16	11.81	53.37	121.20
ene-04	7:20	2.31	7.81	0.00	179.81	562.97	12.27	51.74	128.98
ene-04	7:30	2.05	6.25	0.00	213.00	562.78	12.81	49.72	140.05
ene-04	7:40	1.67	3.56	0.00	248.50	562.59	13.46	48.00	63.22
ene-04	7:50	2.03	5.00	0.00	281.62	562.46	13.55	47.82	91.44
ene-04	8:00	2.38	6.94	0.00	314.56	562.32	13.65	47.78	102.55
ene-04	8:10	3.47	8.81	0.00	346.88	562.32	13.73	47.89	125.36
ene-04	8:20	2.03	6.25	0.00	377.75	562.32	13.90	47.42	93.19
ene-04	8:30	2.68	7.25	0.00	407.56	562.26	14.19	45.76	88.10
ene-04	8:40	2.89	6.38	0.00	438.31	562.22	14.33	45.16	82.22
ene-04	8:50	2.47	6.69	0.00	468.81	562.22	14.74	44.97	119.97
ene-04	9:00	2.23	6.06	0.00	494.31	562.08	15.10	44.85	121.03
ene-04	9:10	2.46	6.38	0.00	520.12	561.94	15.37	44.02	95.97
ene-04	9:20	2.66	7.12	0.00	546.25	561.8	15.80	42.09	153.70
ene-04	9:30	1.83	4.81	0.00	572.06	561.75	16.75	39.47	120.94
ene-04	9:40	2.63	7.12	0.00	598.88	561.71	16.25	41.36	54.88
ene-04	9:50	1.97	4.25	0.00	622.31	561.71	16.76	40.48	109.97
ene-04	10:00	2.60	6.06	0.00	647.31	561.66	16.52	41.68	65.66
ene-04	10:10	1.82	5.38	0.00	667.75	561.61	16.46	41.89	146.38
ene-04	10:20	2.62	7.25	0.00	681.75	561.51	17.79	38.54	107.62
ene-04	10:30	2.28	5.94	0.00	699.56	561.47	17.69	38.16	140.30
ene-04	10:40	1.74	5.12	0.00	712.06	561.42	17.94	36.82	78.49
ene-04	10:50	1.94	5.25	0.00	675.44	561.38	18.27	35.37	89.85
ene-04	11:00	2.81	7.06	0.00	704.00	561.33	18.23	35.51	84.99
ene-04	11:10	3.39	7.25	0.00	750.00	561.38	17.70	36.86	62.05
ene-04	11:20	2.02	6.62	0.00	755.12	561.33	18.08	36.28	122.29
ene-04	11:30	1.83	4.00	0.00	762.62	561.24	19.15	33.59	57.20
ene-04	11:40	2.50	5.00	0.00	765.19	561.19	19.20	33.70	69.20
ene-04	11:50	2.23	4.94	0.00	770.56	561.09	19.33	33.30	126.70
ene-04	12:00	2.15	5.12	0.00	770.19	561.05	19.68	31.20	76.86
ene-04	12:10	2.67	6.62	0.00	772.69	561	19.51	31.13	118.03
ene-04	12:20	2.17	4.94	0.00	768.00	560.86	19.95	30.44	80.14
ene-04	12:30	3.01	7.12	0.00	762.44	560.86	19.38	31.42	53.85
ene-04	12:40	2.85	5.56	0.00	758.75	561.05	19.23	31.01	88.74
ene-04	12:50	2.48	6.06	0.00	726.88	561.05	19.34	30.86	73.00
ene-04	13:00	2.62	5.81	0.00	738.44	560.96	19.99	30.23	158.02
ene-04	13:10	3.82	7.81	0.00	654.88	560.91	19.59	29.97	61.38
ene-04	13:20	2.43	6.06	0.00	674.19	560.91	19.30	30.61	67.32
ene-04	13:30	3.36	7.25	0.00	704.88	560.82	19.52	28.88	51.54
ene-04	13:40	2.82	5.69	0.00	687.44	560.76	19.84	29.94	82.44
ene-04	13:50	3.28	7.06	0.00	677.38	560.76	20.19	31.74	133.96
ene-04	14:00	3.46	9.50	0.00	656.62	560.63	20.30	31.73	137.93
ene-04	14:10	3.13	8.38	0.00	638.50	560.63	19.73	31.46	54.70
ene-04	14:20	2.57	5.94	0.00	611.38	560.53	19.90	33.59	118.38
ene-04	14:30	1.70	4.38	0.00	592.06	560.34	20.31	32.33	116.05
ene-04	14:40	3.02	6.50	0.00	565.00	560.39	20.40	31.36	56.97
ene-04	14:50	2.36	5.38	0.00	538.62	560.34	20.27	32.47	93.34
ene-04	15:00	2.35	5.56	0.00	509.75	560.11	20.02	31.97	82.70
ene-04	15:10	2.84	5.50	0.00	439.62	560.01	19.98	32.29	106.72
ene-04	15:20	3.08	7.06	0.00	449.81	560.16	20.06	33.36	129.95
ene-04	15:30	2.43	6.25	0.00	422.06	560.25	19.72	34.35	63.05
ene-04	15:40	2.07	4.50	0.00	357.50	560.34	19.49	36.12	55.80
ene-04	15:50	2.11	4.81	0.00	343.69	560.34	19.79	35.92	115.86
ene-04	16:00	2.28	6.50	0.00	331.88	560.49	19.35	35.92	59.05
ene-04	16:10	2.25	5.69	0.00	216.38	560.63	18.97	37.07	75.46
ene-04	16:20	1.86	4.25	0.00	191.62	560.82	18.86	37.15	86.47
ene-04	16:30	2.06	6.38	0.00	93.12	560.86	18.37	40.11	133.86
ene-04	16:40	2.54	6.69	0.00	149.06	561.05	18.12	39.88	123.36
ene-04	16:50	2.43	5.56	0.00	166.12	561.38	17.80	39.28	65.99
ene-04	17:00	2.46	6.38	0.00	124.81	561.42	17.57	39.84	54.25
ene-04	17:10	2.03	5.12	0.00	91.81	561.57	17.58	40.61	44.94
ene-04	17:20	1.66	4.38	0.00	56.62	561.57	17.79	41.72	94.21
ene-04	17:30	2.25	6.12	0.00	24.94	561.66	17.70	41.68	111.03
ene-04	17:40	3.51	6.62	0.00	9.81	561.66	16.99	44.65	143.19
ene-04	17:50	3.23	7.25	0.00	2.81	561.66	16.42	47.16	141.48
ene-04	18:00	3.27	7.06	0.00	0.12	561.61	15.84	49.92	143.69
ene-04	18:10	3.41	7.62	0.00	0.00	561.66	15.38	51.58	132.86
ene-04	18:20	3.07	5.81	0.00	0.00	561.8	15.09	53.13	130.66
ene-04	18:30	2.61	4.81	0.00	0.00	561.89	14.79	54.99	127.59
ene-04	18:40	2.04	4.50	0.00	0.00	562.03	14.73	55.00	134.06
ene-04	18:50	2.07	4.38	0.00	0.00	562.17	14.58	55.61	132.74
ene-04	19:00	2.12	4.69	0.00	0.00	562.32	14.42	56.09	124.41
ene-04	19:10	1.68	4.12	0.00	0.00	562.41	14.27	56.27	125.00
ene-04	19:20	1.83	4.00	0.00	0.00	562.5	14.16	55.65	115.00
ene-04	19:30	2.12	4.94	0.00	0.00	562.59	14.12	55.68	136.48
ene-04	19:40	2.12	4.12	0.00	0.00	562.74	13.85	56.81	118.95
ene-04	19:50	1.71	3.94	0.00	0.00	562.88	13.60	56.32	115.59
ene-04	20:00	2.12	3.81	0.00	0.00	562.97	13.41	55.38	113.20
ene-04	20:10	1.36	3.56	0.00	0.00	563.07	13.41	54.14	111.30
ene-04	20:20	1.58	3.81	0.00	0.00	563.16	13.49	53.42	122.89
ene-04	20:30	1.48	3.69	0.00	0.00	563.21	13.21	54.70	121.68
ene-04	20:40	1.42	3.56	0.00	0.00	563.25	13.05	55.17	100.59
ene-04	20:50	1.05	3.00	0.00	0.00	563.34	12.92	55.36	97.86
ene-04	21:00	1.84	3.69	0.00	0.00	563.44	12.72	56.08	113.82
ene-04	21:10	2.17	4.81	0.00	0.00	563.49	12.60	56.46	101.32
ene-04	21:20	1.90	4.12	0.00	0.00	563.49	12.61	56.13	104.19
ene-04	21:30	1.51	3.25	0.00	0.00	563.49	12.64	55.67	111.44
ene-04	21:40	1.57	3.44	0.00	0.00	563.53	12.57	55.78	132.86
ene-04	21:50	1.53	3.12	0.00	0.00	563.58	12.52	55.45	129.88
ene-04	22:00	2.22	4.12	0.00	0.00	563.63	12.35	56.09	123.99
ene-04	22:10	1.27	3.38	0.00	0.00	563.67	12.21	58.06	117.34
ene-04	22:20	1.58	3.25	0.00	0.00	563.72	12.13	60.05	124.07
ene-04	22:30	1.66	4.12	0.00	0.00	563.72	12.06	61.09	131.69
ene-04	22:40	1.64	3.81	0.00	0.00	563.67	12.00	61.72	137.68
ene-04	22:50	2.01	5.50	0.00	0.00	563.72	11.97	62.13	141.45
ene-04	23:00	1.85	3.94	0.00	0.00	563.63	12.03	61.99	134.85
ene-04	23:10	1.48	3.12	0.00	0.00	563.49	12.13	61.54	143.25
ene-04	23:20	1.51	3.56	0.00	0.00	563.44	12.24	60.94	132.01
ene-04	23:30	1.19	2.88	0.00	0.00	563.39	12.17	61.34	132.75
ene-04	23:40	1.05	2.25	0.00	0.00	563.3	12.25	61.12	127.53
ene-04	23:50	1.66	4.69	0.00	0.00	563.21	12.33	60.58	122.38
ene-05	0:00	1.30	2.44	0.00	0.00	563.16	12.43	59.95	130.18
ene-05	0:10	1.04	2.38	0.00	0.00	563.01	12.51	59.53	119.89
ene-05	0:20	1.25	3.00	0.00	0.00	562.97	12.51	59.56	103.56
ene-05	0:30	0.85	2.00	0.00	0.00	562.88	12.48	59.91	101.29
ene-05	0:40	1.21	3.44	0.00	0.00	562.78	12.59	59.26	115.30
ene-05	0:50	0.88	2.00	0.00	0.00	562.64	12.70	58.74	155.34
ene-05	1:00	0.95	2.81	0.00	0.00	562.59	12.71	59.04	101.66
ene-05	1:10	0.87	2.00	0.00	0.00	562.5	12.62	59.93	39.70
ene-05	1:20	1.42	2.56	0.00	0.00	562.36	12.42	61.51	353.79
ene-05	1:30	0.91	2.38	0.00	0.00	562.36	12.28	61.59	358.74
ene-05	1:40	0.78	2.00	0.00	0.00	562.36	12.13	61.72	331.45
ene-05	1:50	1.12	3.94	0.00	0.00	562.36	12.16	60.58	114.07
ene-05	2:00	1.58	2.81	0.00	0.00	562.32	12.29	58.72	158.26
ene-05	2:10	0.91	3.38	0.00	0.00	562.26	12.22	58.72	79.28
ene-05	2:20	1.19	3.81	0.00	0.00	562.26	12.05	58.99	60.56
ene-05	2:30	1.60	3.44	0.00	0.00	562.32	12.08	57.78	22.91
ene-05	2:40	0.74	1.88	0.00	0.00	562.32	11.85	60.09	154.45
ene-05	2:50	1.39	4.25	0.00	0.00	562.32	11.71	59.04	162.75
ene-05	3:00	2.11	3.44	0.00	0.00	562.36	11.81	58.01	161.56
ene-05	3:10	1.39	2.69	0.00	0.00	562.32	11.89	57.44	147.04
ene-05	3:20	1.25	3.25	0.00	0.00	562.26	11.85	57.56	128.96
ene-05	3:30	0.77	2.12	0.00	0.00	562.26	11.70	57.72	78.81
ene-05	3:40	0.60	1.69	0.00	0.00	562.26	11.54	58.81	120.26
ene-05	3:50	0.70	2.12	0.00	0.00	562.36	11.30	60.08	71.65
ene-05	4:00	1.03	2.69	0.00	0.00	562.36	11.24	59.50	137.69
ene-05	4:10	0.46	1.25	0.00	0.00	562.41	11.01	60.00	93.06
ene-05	4:20	0.73	1.56	0.00	0.00	562.46	10.89	60.41	95.74
ene-05	4:30	0.62	1.88	0.00	0.00	562.5	10.77	61.00	71.88
ene-05	4:40	0.51	1.12	0.00	0.00	562.59	10.78	60.75	76.96
ene-05	4:50	1.09	2.88	0.00	0.00	562.64	10.90	60.24	133.36
ene-05	5:00	1.04	2.69	0.00	0.00	562.69	11.06	59.33	161.80
ene-05	5:10	0.95	2.38	0.00	0.00	562.69	10.84	61.02	49.46
ene-05	5:20	1.79	3.00	0.00	0.00	562.74	10.74	61.72	327.67
ene-05	5:30	1.22	2.38	0.00	0.00	562.78	10.79	61.46	10.99
ene-05	5:40	1.32	2.56	0.00	0.00	562.92	10.81	60.28	145.88
ene-05	5:50	0.95	1.69	0.00	0.00	562.97	10.92	59.75	309.62
ene-05	6:00	1.16	2.12	0.00	0.00	563.01	10.63	60.64	338.00
ene-05	6:10	1.15	2.69	0.00	0.00	563.11	10.51	60.01	10.00
ene-05	6:20	1.52	2.69	0.00	1.62	563.21	10.69	58.55	8.40
ene-05	6:30	1.68	2.56	0.00	4.25	563.34	10.75	57.65	0.62
ene-05	6:40	1.33	2.44	0.00	6.19	563.39	10.81	56.48	68.57
ene-05	6:50	0.57	1.31	0.00	8.19	563.49	10.79	57.08	154.99
ene-05	7:00	1.33	2.44	0.00	64.94	563.63	11.07	53.80	217.12
ene-05	7:10	1.19	2.81	0.00	144.12	563.58	12.28	49.27	131.80
ene-05	7:20	0.48	1.44	0.00	175.88	563.3	14.05	43.59	80.21
ene-05	7:30	1.16	3.56	0.00	210.44	563.01	14.31	43.40	217.05
ene-05	7:40	0.60	1.44	0.00	238.88	562.83	14.72	41.79	256.49
ene-05	7:50	1.08	2.81	0.00	275.06	562.64	15.41	39.96	181.86
ene-05	8:00	1.07	3.00	0.00	310.69	562.5	15.50	39.67	344.01
ene-05	8:10	2.19	6.50	0.00	349.94	562.32	15.33	40.78	100.65
ene-05	8:20	1.83	4.00	0.00	382.94	562.32	14.87	42.45	18.96
ene-05	8:30	1.43	3.12	0.00	411.12	562.26	15.08	42.04	21.42
ene-05	8:40	1.79	4.56	0.00	441.19	562.13	15.97	39.96	149.85
ene-05	8:50	2.22	5.38	0.00	470.31	562.03	15.57	40.24	178.82
ene-05	9:00	1.39	3.69	0.00	493.38	562.03	16.01	39.53	109.20
ene-05	9:10	1.68	5.12	0.00	522.56	561.99	17.12	36.71	26.66
ene-05	9:20	1.91	4.69	0.00	537.94	561.89	16.31	37.88	41.40
ene-05	9:30	1.73	3.38	0.00	574.44	561.8	16.73	37.23	17.06
ene-05	9:40	1.91	3.56	0.00	596.19	561.66	17.16	36.38	37.64
ene-05	9:50	2.54	5.25	0.00	616.81	561.61	16.98	36.85	72.68
ene-05	10:00	2.72	5.81	0.00	655.38	561.61	16.89	37.25	39.58
ene-05	10:10	2.58	6.12	0.00	673.94	561.61	17.31	36.93	77.22
ene-05	10:20	2.47	4.94	0.00	684.44	561.61	17.73	36.13	96.74
ene-05	10:30	2.75	6.38	0.00	710.06	561.57	18.24	35.59	117.07
ene-05	10:40	2.62	6.25	0.00	744.19	561.38	18.50	35.97	138.26
ene-05	10:50	2.88	5.56	0.00	759.62	561.24	18.49	36.41	171.71
ene-05	11:00	2.46	5.81	0.00	781.19	561.24	19.20	35.94	142.10
ene-05	11:10	3.39	8.69	0.00	810.56	561.24	19.42	35.72	140.61
ene-05	11:20	2.22	5.00	0.00	701.31	561.09	20.07	33.71	127.90
ene-05	11:30	2.12	5.69	0.00	774.31	560.91	19.67	34.32	102.95
ene-05	11:40	3.31	7.94	0.00	737.06	560.82	19.75	34.02	158.64
ene-05	11:50	2.37	4.94	0.00	632.31	561	19.40	34.22	107.68
ene-05	12:00	2.44	5.25	0.00	773.62	561.19	19.87	33.34	43.53
ene-05	12:10	3.18	7.81	0.00	669.69	561.09	19.44	34.60	102.00
ene-05	12:20	2.92	6.50	0.00	761.31	560.96	20.04	33.99	119.45
ene-05	12:30	3.17	7.06	0.00	511.62	560.91	19.80	32.67	48.58
ene-05	12:40	3.00	6.12	0.00	304.38	560.96	18.72	35.03	47.80
ene-05	12:50	3.03	7.38	0.00	281.75	560.82	18.60	34.40	63.10
ene-05	13:00	2.95	6.12	0.00	290.69	560.72	18.20	35.76	50.15
ene-05	13:10	3.58	8.25	0.00	525.81	560.91	18.51	35.56	42.33
ene-05	13:20	3.22	7.81	0.00	335.12	560.86	18.65	36.33	117.66
ene-05	13:30	2.93	6.62	0.00	538.88	560.86	18.80	35.74	113.45
ene-05	13:40	3.13	5.81	0.00	529.81	560.82	19.02	34.89	72.70
ene-05	13:50	2.63	5.81	0.00	713.81	560.72	19.15	35.35	92.22
ene-05	14:00	2.27	4.94	0.00	441.19	560.63	19.79	33.22	79.35
ene-05	14:10	2.33	5.56	0.00	547.75	560.53	19.90	32.72	96.79
ene-05	14:20	2.16	4.38	0.00	531.81	560.44	20.21	33.09	100.32
ene-05	14:30	2.33	5.81	0.00	381.81	560.39	20.20	33.96	110.62
ene-05	14:40	2.27	5.38	0.00	441.75	560.34	19.83	34.32	111.76
ene-05	14:50	2.63	5.38	0.00	535.38	560.34	19.98	34.74	105.84
ene-05	15:00	2.46	5.50	0.00	340.44	560.25	19.72	34.72	107.82
ene-05	15:10	2.26	5.12	0.00	152.44	560.21	19.09	36.84	97.16
ene-05	15:20	2.07	4.12	0.00	289.88	560.44	18.50	38.15	86.22
ene-05	15:30	2.37	5.25	0.00	432.25	560.44	19.41	34.12	85.22
ene-05	15:40	1.84	6.38	0.00	353.12	560.34	20.02	33.25	142.68
ene-05	15:50	3.03	6.25	0.00	221.75	560.39	19.84	33.65	140.56
ene-05	16:00	2.99	6.25	0.00	340.50	560.34	19.25	35.32	123.53
ene-05	16:10	2.50	5.56	0.00	305.44	560.34	19.54	34.42	97.44
ene-05	16:20	1.17	2.88	0.00	242.00	560.3	19.72	31.66	86.46
ene-05	16:30	1.67	3.69	0.00	238.19	560.34	20.21	30.72	77.78
ene-05	16:40	2.19	5.00	0.00	203.44	560.39	19.72	30.24	113.60
ene-05	16:50	2.67	5.56	0.00	164.12	560.44	19.14	30.00	120.29
ene-05	17:00	2.66	5.38	0.00	126.75	560.49	18.75	30.33	120.69
ene-05	17:10	2.04	4.94	0.00	65.94	560.58	18.48	30.37	70.18
ene-05	17:20	2.67	5.94	0.00	53.12	560.76	17.92	32.89	102.30
ene-05	17:30	2.84	5.81	0.00	29.06	561	17.76	33.09	112.80
ene-05	17:40	2.35	4.94	0.00	8.00	561.19	17.34	34.03	114.62
ene-05	17:50	2.90	6.25	0.00	2.12	561.19	16.71	36.85	126.15
ene-05	18:00	2.85	5.56	0.00	0.19	561.19	16.02	36.62	117.76
ene-05	18:10	3.02	5.69	0.00	0.00	561.24	15.64	33.65	110.49
ene-05	18:20	2.77	6.38	0.00	0.00	561.33	15.49	30.85	105.90
ene-05	18:30	2.55	5.69	0.00	0.00	561.47	15.39	33.90	112.61
ene-05	18:40	3.38	6.69	0.00	0.00	561.61	15.11	38.19	117.45
ene-05	18:50	3.36	6.94	0.00	0.00	561.71	14.77	40.79	114.64
ene-05	19:00	2.17	4.50	0.00	0.00	561.84	14.74	40.44	91.00
ene-05	19:10	1.32	5.12	0.00	0.00	561.89	14.53	40.12	81.93
ene-05	19:20	1.07	2.88	0.00	0.00	562.03	14.36	40.14	167.44
ene-05	19:30	1.86	4.00	0.00	0.00	562.17	14.13	40.90	117.90
ene-05	19:40	2.12	4.81	0.00	0.00	562.32	13.93	42.45	101.03
ene-05	19:50	2.28	5.38	0.00	0.00	562.46	13.95	40.35	100.97
ene-05	20:00	1.70	4.12	0.00	0.00	562.55	14.18	39.47	176.90
ene-05	20:10	0.45	1.12	0.00	0.00	562.69	14.05	41.06	209.43
ene-05	20:20	1.08	2.81	0.00	0.00	562.78	13.86	40.96	129.12
ene-05	20:30	1.15	2.12	0.00	0.00	562.92	13.96	40.08	80.51
ene-05	20:40	1.39	2.44	0.00	0.00	562.97	13.73	41.65	48.44
ene-05	20:50	1.23	2.88	0.00	0.00	562.92	13.61	41.56	60.72
ene-05	21:00	1.39	3.69	0.00	0.00	562.97	13.52	41.34	24.90
ene-05	21:10	1.98	3.81	0.00	0.00	563.01	13.58	40.56	172.46
ene-05	21:20	1.94	2.69	0.00	0.00	563.01	13.48	42.10	193.89
ene-05	21:30	1.29	2.00	0.00	0.00	563.07	13.28	46.45	208.73
ene-05	21:40	0.64	1.25	0.00	0.00	563.16	13.12	47.83	194.73
ene-05	21:50	0.46	1.12	0.00	0.00	563.21	12.76	51.84	205.73
ene-05	22:00	0.84	1.44	0.00	0.00	563.25	12.46	52.30	256.90
ene-05	22:10	0.41	1.00	0.00	0.00	563.3	12.24	52.43	308.67
ene-05	22:20	0.98	1.56	0.00	0.00	563.3	12.02	52.19	330.10
ene-05	22:30	0.67	1.44	0.00	0.00	563.3	12.05	50.15	348.11
ene-05	22:40	0.91	1.69	0.00	0.00	563.3	11.91	53.93	334.61
ene-05	22:50	0.68	1.69	0.00	0.00	563.34	11.60	54.89	178.01
ene-05	23:00	0.38	1.00	0.00	0.00	563.34	11.64	52.24	139.30
ene-05	23:10	0.28	1.00	0.00	0.00	563.39	11.44	53.24	128.30
ene-05	23:20	0.58	2.38	0.00	0.00	563.34	11.27	53.28	122.14
ene-05	23:30	1.07	2.56	0.00	0.00	563.3	11.49	47.95	99.18
ene-05	23:40	0.55	1.44	0.00	0.00	563.21	11.40	48.68	76.60
ene-05	23:50	0.67	1.25	0.00	0.00	563.21	11.37	51.08	142.69
ene-06	0:00	0.86	2.12	0.00	0.00	563.21	11.31	50.53	132.05
ene-06	0:10	0.90	2.44	0.00	0.00	563.16	11.20	47.20	112.56
ene-06	0:20	0.94	1.44	0.00	0.00	563.11	11.16	48.19	160.84
ene-06	0:30	0.81	1.31	0.00	0.00	563.07	11.04	57.70	298.46
ene-06	0:40	1.12	1.81	0.00	0.00	563.01	10.88	59.11	304.12
ene-06	0:50	1.12	2.25	0.00	0.00	562.97	10.71	53.14	3.31
ene-06	1:00	1.24	3.25	0.00	0.00	562.97	10.98	43.82	67.49
ene-06	1:10	1.63	3.12	0.00	0.00	562.88	11.14	42.99	87.38
ene-06	1:20	1.54	4.50	0.00	0.00	562.74	11.17	43.74	108.18
ene-06	1:30	1.51	2.69	0.00	0.00	562.64	11.02	43.35	190.80
ene-06	1:40	2.16	4.56	0.00	0.00	562.55	10.94	43.44	143.14
ene-06	1:50	1.21	2.38	0.00	0.00	562.5	10.85	41.63	111.60
ene-06	2:00	1.59	3.44	0.00	0.00	562.5	10.69	40.54	143.64
ene-06	2:10	1.13	2.25	0.00	0.00	562.5	10.65	40.71	143.18
ene-06	2:20	1.22	2.25	0.00	0.00	562.5	10.50	40.29	130.10
ene-06	2:30	1.34	3.25	0.00	0.00	562.5	10.38	41.29	128.43
ene-06	2:40	1.70	3.81	0.00	0.00	562.5	10.29	42.97	127.25
ene-06	2:50	1.48	3.25	0.00	0.00	562.46	10.34	42.67	100.06
ene-06	3:00	1.53	2.69	0.00	0.00	562.41	10.43	43.56	127.85
ene-06	3:10	0.75	1.88	0.00	0.00	562.41	10.06	52.38	183.76
ene-06	3:20	0.53	2.25	0.00	0.00	562.46	9.47	53.75	202.34
ene-06	3:30	0.83	1.81	0.00	0.00	562.46	9.54	53.74	163.60
ene-06	3:40	0.94	1.69	0.00	0.00	562.46	9.43	57.80	224.54
ene-06	3:50	0.89	1.44	0.00	0.00	562.46	9.33	59.02	208.26
ene-06	4:00	0.90	1.31	0.00	0.00	562.55	9.25	59.31	230.25
ene-06	4:10	0.72	1.69	0.00	0.00	562.64	8.94	58.62	340.75
ene-06	4:20	0.93	2.69	0.00	0.00	562.64	8.94	48.88	19.00
ene-06	4:30	0.80	2.56	0.00	0.00	562.69	9.14	41.92	8.19
ene-06	4:40	1.08	3.12	0.00	0.00	562.69	9.25	42.02	3.84
ene-06	4:50	1.18	2.38	0.00	0.00	562.74	9.65	35.25	146.31
ene-06	5:00	0.99	1.69	0.00	0.00	562.83	9.29	53.76	206.29
ene-06	5:10	1.72	3.56	0.00	0.00	562.83	8.93	53.95	332.00
ene-06	5:20	1.43	2.88	0.00	0.00	562.69	8.78	52.74	14.30
ene-06	5:30	1.83	3.25	0.00	0.00	562.69	8.72	53.07	351.11
ene-06	5:40	2.28	4.00	0.00	0.00	562.83	8.67	54.70	357.33
ene-06	5:50	2.47	5.00	0.00	0.00	562.88	8.70	55.73	357.77
ene-06	6:00	2.12	3.81	0.00	0.00	562.83	8.70	54.80	8.31
ene-06	6:10	2.16	3.81	0.00	0.00	562.92	8.77	52.77	5.50
ene-06	6:20	2.29	4.00	0.00	1.50	562.97	8.80	53.04	12.74
ene-06	6:30	1.94	4.00	0.00	3.94	563.07	8.85	52.83	22.27
ene-06	6:40	2.03	3.56	0.00	5.88	563.11	8.88	53.14	16.20
ene-06	6:50	2.24	4.12	0.00	7.62	563.11	8.87	53.38	2.81
ene-06	7:00	2.59	4.38	0.00	61.31	563.11	8.96	52.41	6.62
ene-06	7:10	1.66	3.94	0.00	143.12	563.01	9.98	50.11	9.94
ene-06	7:20	1.02	3.44	0.00	178.62	562.74	11.26	46.19	50.71
ene-06	7:30	1.62	3.00	0.00	210.50	562.55	11.85	44.81	25.29
ene-06	7:40	1.24	2.88	0.00	242.19	562.32	12.14	44.42	6.32
ene-06	7:50	1.94	3.69	0.00	271.06	562.22	12.23	43.21	17.85
ene-06	8:00	1.41	2.81	0.00	301.62	562.13	12.49	41.03	20.09
ene-06	8:10	1.52	4.00	0.00	336.94	562.03	14.06	36.79	22.79
